spt_objectid,t,population
473,4,3786.57881525
473,5,3911.36360001
473,6,4040.26060408
473,7,4173.40534355
473,8,4310.9378004
473,9,4453.00256962
473,10,4599.74901128
474,1,2572.40142858
474,2,2693.22308089
474,3,2819.71953633
474,4,2952.15733148
474,5,3090.81552173
474,6,3235.98626926
474,7,3387.97545865
474,8,3547.1033414
474,9,3713.70521071
474,10,3888.132108
475,1,4547.52639568
475,2,4730.09979859
475,3,4920.0031309
475,4,5117.53067351
475,5,5322.98852207
475,6,5536.69506131
475,7,5758.9814584
475,8,5990.1921762
475,9,6230.68550697
475,10,6480.83412766
476,1,3608.29595784
476,2,3778.23555409
476,3,3956.1787805
476,4,4142.50258334
476,5,4337.60166187
476,6,4541.88930449
476,7,4755.79826418
476,8,4979.78167526
476,9,5214.31401329
476,10,5459.89210014
477,1,3077.86687226
477,2,3206.92771949
477,3,3341.40033499
477,4,3481.51164457
477,5,3627.49808944
477,6,3779.60602528
477,7,3938.09213793
477,8,4103.22387652
477,9,4275.27990488
477,10,4454.55057173
478,1,3800.79978212
478,2,3933.04627926
478,3,4069.89421217
478,4,4211.50368495
478,5,4358.04037249
478,6,4509.67571419
478,7,4666.58711459
478,8,4828.95815093
478,9,4996.97878789
478,10,5170.84559985
479,1,2717.5198618
479,2,2821.90072575
479,3,2930.29089425
479,4,3042.84436606
479,5,3159.72105507
479,6,3281.08701754
479,7,3407.11468799
479,8,3537.9831242
479,9,3673.87826165
479,10,3814.99317763
480,1,5046.33475244
480,2,5202.34819891
480,3,5363.18498681
480,4,5528.99423549
480,5,5699.92967448
480,6,5876.14978606
480,7,6057.81795218
480,8,6245.10260594
480,9,6438.17738772
480,10,6637.22130623
481,1,1475.99198026
481,2,1537.43989118
481,3,1601.44597708
481,4,1668.11673888
481,5,1737.56311132
481,6,1809.9006475
481,7,1885.24971121
481,8,1963.73567716
481,9,2045.48913963
481,10,2130.64612972
482,1,2863.28771035
482,2,2951.19384889
482,3,3041.79880431
482,4,3135.18543331
482,5,3231.43913637
482,6,3330.64793589
482,7,3432.90255663
482,8,3538.29650872
482,9,3646.92617313
482,10,3758.89088987
483,1,3564.64063683
483,2,3701.32912022
483,3,3843.25901317
483,4,3990.63130096
483,5,4143.6546758
483,6,4302.54583231
483,7,4467.52977444
483,8,4638.84013406
483,9,4816.71950178
483,10,5001.41977053
484,1,1533.42335882
484,2,1588.77513337
484,3,1646.12493339
484,4,1705.54488136
484,5,1767.1097031
484,6,1830.89682185
484,7,1896.98645555
484,8,1965.46171778
484,9,2036.40872224
484,10,2109.91669108
485,1,1119.78718787
485,2,1166.44032197
485,3,1215.03714229
485,4,1265.65862765
485,5,1318.38913067
485,6,1373.31651828
485,7,1430.5323182
485,8,1490.1318714
485,9,1552.21449101
485,10,1616.88362778
486,1,3910.66873635
486,2,4086.94012973
486,3,4271.15686602
486,4,4463.67707749
486,5,4664.87503904
486,6,4875.14189582
486,7,5094.88642363
486,8,5324.53582366
486,9,5564.53655295
486,10,5815.35519238
487,1,3091.80133746
487,2,3244.81857106
487,3,3405.40882479
487,4,3573.94689719
487,5,3750.82613603
487,6,3936.45935641
487,7,4131.27980415
487,8,4335.74216698
487,9,4550.3236357
487,10,4775.5250179
488,1,2891.63585139
488,2,3036.15028941
488,3,3187.88708317
488,4,3347.20718224
488,5,3514.48957523
488,6,3690.13219138
488,7,3874.55284712
488,8,4068.19023995
488,9,4271.50499205
488,10,4484.98074597
489,1,3793.47648294
489,2,3938.27690931
489,3,4088.60449885
489,4,4244.67022836
489,5,4406.69312784
489,6,4574.90058785
489,7,4749.52867866
489,8,4930.82248154
489,9,5119.03643275
489,10,5314.43468062
490,1,1615.37962873
490,2,1695.54993171
490,3,1779.6990378
490,4,1868.02441255
490,5,1960.73332164
490,6,2058.04331718
490,7,2160.18274828
490,8,2267.39129688
490,9,2379.92054018
490,10,2498.03454099
491,1,3180.69387488
491,2,3316.98804121
491,3,3459.12247401
491,4,3607.34743133
491,5,3761.92389488
491,6,3923.12402958
491,7,4091.23166271
491,8,4266.54278371
491,9,4449.36606526
491,10,4640.02340685
492,1,3169.66439735
492,2,3307.03502034
492,3,3450.35917207
492,4,3599.89487353
492,5,3755.91132812
492,6,3918.68940629
492,7,4088.52215121
492,8,4265.71530628
492,9,4450.58786554
492,10,4643.47264802
493,1,2917.08049257
493,2,3030.39836187
493,3,3148.11821444
493,4,3270.41105115
493,5,3397.45451567
493,6,3529.43315244
493,7,3666.53867479
493,8,3808.97024341
493,9,3956.93475564
493,10,4110.64714603
494,1,3401.05980514
494,2,3523.36515326
494,3,3650.06871812
494,4,3781.32866379
494,5,3917.30884205
494,6,4058.17899696
494,7,4204.11497674
494,8,4355.29895327
494,9,4511.91964952
494,10,4674.17257508
495,1,3502.71227709
495,2,3673.35128625
495,3,3852.30318815
495,4,4039.97295575
495,5,4236.78529078
495,6,4443.18558485
495,7,4659.64092738
495,8,4886.64116263
495,9,5124.69999822
495,10,5374.35616772
496,1,2476.18514788
496,2,2565.47819523
496,3,2657.99121516
496,4,2753.84032225
496,5,2853.14581824
496,6,2956.03234304
496,7,3062.62903117
496,8,3173.06967383
496,9,3287.49288683
496,10,3406.04228458
497,1,2891.65442942
497,2,3032.88550568
497,3,3181.01443831
497,4,3336.37812498
497,5,3499.32991777
497,6,3670.24042681
497,7,3849.49836315
497,8,4037.51142286
497,9,4234.70721427
497,10,4441.53423047
498,1,4538.47697107
498,2,4686.63781956
498,3,4839.63545298
498,4,4997.62777059
498,5,5160.77782635
498,6,5329.25399721
498,7,5503.23015684
498,8,5682.88585514
498,9,5868.40650348
498,10,6059.98356609
499,1,2982.94030742
499,2,3083.13682524
499,3,3186.69892908
499,4,3293.73966846
499,5,3404.37589023
499,6,3518.72836611
499,7,3636.92192451
499,8,3759.08558682
499,9,3885.35270824
499,10,4015.86112334
500,1,2096.67676089
500,2,2196.9282557
500,3,2301.97322292
500,4,2412.04085991
500,5,2527.37132298
500,6,2648.21625139
500,7,2774.83931639
500,8,2907.51679654
500,9,3046.53818051
500,10,3192.20679872
501,1,3068.21829369
501,2,3202.0284006
501,3,3341.67418899
501,4,3487.41016267
501,5,3639.50192473
501,6,3798.2266617
501,7,3963.87364865
501,8,4136.74477642
501,9,4317.15510182
501,10,4505.43342181
502,1,3229.30799969
502,2,3388.05398208
502,3,3554.60358275
502,4,3729.34041114
502,5,3912.66693413
502,6,4105.00540302
502,7,4306.7988261
502,8,4518.511989
502,9,4740.63252527
502,10,4973.67203945
503,1,3681.44216077
503,2,3829.61751429
503,3,3983.75681739
503,4,4144.10011466
503,5,4310.89711234
503,6,4484.40756714
503,7,4664.90169079
503,8,4852.66057088
503,9,5047.97660851
503,10,5251.15397376
504,1,3566.13433901
504,2,3739.2867168
504,3,3920.84644639
504,4,4111.22174374
504,5,4310.84064558
504,6,4520.15197183
504,7,4739.62633469
504,8,4969.75719677
504,9,5211.06198057
504,10,5464.08323187
505,1,2338.01491743
505,2,2424.08592201
505,3,2513.32551964
505,4,2605.85035799
505,5,2701.78137896
505,6,2801.24397679
505,7,2904.3681619
505,8,3011.28873092
505,9,3122.14544283
505,10,3237.08320165
506,1,2351.98720873
506,2,2425.18361685
506,3,2500.65797705
506,4,2578.48118169
506,5,2658.72632937
506,6,2741.4687936
506,7,2826.78629359
506,8,2914.75896727
506,9,3005.46944654
506,10,3099.0029349
507,1,2214.81107723
507,2,2299.76001305
507,3,2387.96715981
507,4,2479.55748599
507,5,2574.66075322
507,6,2673.41170011
507,7,2775.9502332
507,8,2882.4216251
507,9,2992.97672036
507,10,3107.77214916
508,1,5088.6261416
508,2,5286.67129623
508,3,5492.42420581
508,4,5706.18484982
508,5,5928.26488272
508,6,6158.9880883
508,7,6398.69085176
508,8,6647.72265012
508,9,6906.44656175
508,10,7175.23979577
509,1,4864.42419365
509,2,5103.0025309
509,3,5353.28207281
509,4,5615.83671133
509,5,5891.26848527
509,6,6180.20896076
509,7,6483.32067944
509,8,6801.29867765
509,9,7134.87208019
509,10,7484.80577216
510,1,1402.54221615
510,2,1452.82471794
510,3,1504.9098963
510,4,1558.86237893
510,5,1614.7491105
510,6,1672.63943573
510,7,1732.60518539
510,8,1794.72076546
510,9,1859.06324946
510,10,1925.71247405
511,1,2938.27243486
511,2,3058.25182483
511,3,3183.13037044
511,4,3313.10812046
511,5,3448.39329227
511,6,3589.20260547
511,7,3735.76162904
511,8,3888.3051427
511,9,4047.07751298
511,10,4212.33308471
512,1,1952.15200321
512,2,2011.02767475
512,3,2071.67899935
512,4,2134.1595296
512,5,2198.52443319
512,6,2264.83054161
512,7,2333.13640039
512,8,2403.50232074
512,9,2475.9904328
512,10,2550.66474054
513,1,1965.44530107
513,2,2036.3601642
513,3,2109.8336932
513,4,2185.95820682
513,5,2264.82935473
513,6,2346.54623773
513,7,2431.21153225
513,8,2518.93161937
513,9,2609.81671851
513,10,2703.98102585
514,1,3674.65819129
514,2,3797.27582193
514,3,3923.98501227
514,4,4054.92229128
514,5,4190.22874373
514,6,4330.05016212
514,7,4474.53720386
514,8,4623.84555353
514,9,4778.1360907
514,10,4937.57506321
515,1,3476.38282808
515,2,3598.93912073
515,3,3725.81600912
515,4,3857.16581141
515,5,3993.14621556
515,6,4133.92046867
515,7,4279.65757295
515,8,4430.53248859
515,9,4586.72634383
515,10,4748.42665242
516,1,3752.57652471
516,2,3885.71483824
516,3,4023.5767891
516,4,4166.32996803
516,5,4314.14791176
516,6,4467.21031396
516,7,4625.70324368
516,8,4789.81937155
516,9,4959.758204
516,10,5135.72632576
517,1,4993.50111039
517,2,5234.05821567
517,3,5486.20392774
517,4,5750.49651658
517,5,6027.52114627
517,6,6317.89117061
517,7,6622.24949113
517,8,6941.26998052
517,9,7275.65897465
517,10,7626.15683642
518,1,1201.43429948
518,2,1258.45194068
518,3,1318.17552378
518,4,1380.7334673
518,5,1446.26028427
518,6,1514.8968714
518,7,1586.79081209
518,8,1662.09669375
518,9,1740.97644021
518,10,1823.59965985
519,1,4429.72331243
519,2,4639.97366391
519,3,4860.20324144
519,4,5090.88569443
519,5,5332.51715335
519,6,5585.61729678
519,7,5850.73046911
519,8,6128.4268512
519,9,6419.30368675
519,10,6723.98656674
520,1,3731.17901026
520,2,3846.83526018
520,3,3966.0765346
520,4,4089.01395937
520,5,4215.76210496
520,6,4346.43909319
520,7,4481.16670735
520,8,4620.07050564
520,9,4763.27993826
520,10,4910.92846798
521,1,3826.1423242
521,2,3952.31238798
521,3,4082.64300921
521,4,4217.27138557
521,5,4356.33923893
521,6,4499.99296454
521,7,4648.38378516
521,8,4801.66791025
521,9,4960.00670037
521,10,5123.5668371
522,1,4712.61422665
522,2,4942.96302008
522,3,5184.57107728
522,4,5437.98874201
522,5,5703.79325839
522,6,5982.59008577
522,7,6275.01427786
522,8,6581.73192928
522,9,6903.44169283
522,10,7240.87637091
523,1,1786.06313354
523,2,1866.60123873
523,3,1950.77101083
523,4,2038.7362109
523,5,2130.66798437
523,6,2226.74519409
523,7,2327.15476825
523,8,2432.09206414
523,9,2541.76124818
523,10,2656.37569317
524,1,3455.1375149
524,2,3611.00279699
524,3,3773.89934371
524,4,3944.14434358
524,5,4122.06929392
524,6,4308.02064622
524,7,4502.36048086
524,8,4705.46721204
524,9,4917.7363247
524,10,5139.58114454
525,1,1521.81859452
525,2,1588.4306136
525,3,1657.95832914
525,4,1730.52936504
525,5,1806.27693148
525,6,1885.34006939
525,7,1967.86390576
525,8,2053.99991995
525,9,2143.90622176
525,10,2237.74784169
526,1,4912.22311201
526,2,5139.49646478
526,3,5377.28505184
526,4,5626.07538051
526,5,5886.37646732
526,6,6158.72087939
526,7,6443.6658241
526,8,6741.79428907
526,9,7053.71623497
526,10,7380.06984344
527,1,4387.2904833
527,2,4556.89341498
527,3,4733.0528203
527,4,4916.02215801
527,5,5106.06468502
527,6,5303.45383516
527,7,5508.4736126
527,8,5721.41900049
527,9,5942.59638538
527,10,6172.32399802
528,1,1890.16138135
528,2,1955.50632049
528,3,2023.11030541
528,4,2093.05143377
528,5,2165.41050317
528,6,2240.27110446
528,7,2317.71971834
528,8,2397.84581522
528,9,2480.7419586
528,10,2566.503912
529,1,1647.34106159
529,2,1707.82414927
529,3,1770.52790878
529,4,1835.5338734
529,5,1902.9265699
529,6,1972.79362856
529,7,2045.22589702
529,8,2120.31755845
529,9,2198.16625402
529,10,2278.87320985
530,1,2627.68823912
530,2,2729.14841185
530,3,2834.52615993
530,4,2943.97274858
530,5,3057.64528369
530,6,3175.70693729
530,7,3298.32718181
530,8,3425.68203336
530,9,3557.95430435
530,10,3695.33386595
531,1,2626.38442339
531,2,2712.5030041
531,3,2801.44539456
531,4,2893.30418688
531,5,2988.17500926
531,6,3086.15662552
531,7,3187.35103791
531,8,3291.86359333
531,9,3399.80309298
531,10,3511.28190562
532,1,3242.50216297
532,2,3371.97571419
532,3,3506.61916187
532,4,3646.63894069
532,5,3792.24972827
532,6,3943.67477434
532,7,4101.14624305
532,8,4264.90556887
532,9,4435.20382678
532,10,4612.30211723
533,1,1520.98371658
533,2,1587.77725881
533,3,1657.50401936
533,4,1730.29280961
533,5,1806.27809768
533,6,1885.60025682
533,7,1968.4058247
533,8,2054.84777418
533,9,2145.08579586
533,10,2239.28659311
534,1,4192.03077689
534,2,4399.88032909
534,3,4618.03549178
534,4,4847.00723843
534,5,5087.33187764
534,6,5339.57230929
534,7,5604.31934301
534,8,5882.19308197
534,9,6173.84437537
534,10,6479.95634283
535,1,2632.57006017
535,2,2725.2949751
535,3,2821.28586574
535,4,2920.65776693
535,5,3023.52976532
535,6,3130.02514204
535,7,3240.27152045
535,8,3354.40101909
535,9,3472.55041001
535,10,3594.86128266
536,1,1300.31032742
536,2,1356.98791941
536,3,1416.1359597
536,4,1477.86212956
536,5,1542.27880382
536,6,1609.50325551
536,7,1679.6578693
536,8,1752.87036435
536,9,1829.2740268
536,10,1909.00795242
537,1,4753.09819097
537,2,4935.97168735
537,3,5125.88116623
537,4,5323.09733413
537,5,5527.90131292
537,6,5740.58504048
537,7,5961.45168692
537,8,6190.81608666
537,9,6429.00518727
537,10,6676.35851548
538,1,4481.73898828
538,2,4620.65432691
538,3,4763.87546544
538,4,4911.53586584
538,5,5063.77312681
538,6,5220.72911209
538,7,5382.55008256
538,8,5549.38683262
538,9,5721.39483064
538,10,5898.73436389
539,1,3213.71443189
539,2,3315.55712673
539,3,3420.62721924
539,4,3529.02698575
539,5,3640.86194371
539,6,3756.24095443
539,7,3875.27632903
539,8,3998.08393778
539,9,4124.78332287
539,10,4255.49781482
540,1,1358.86177296
540,2,1402.05415186
540,3,1446.61943097
540,4,1492.60124887
540,5,1540.04463125
540,6,1588.99603496
540,7,1639.50339354
540,8,1691.6161641
540,9,1745.38537578
540,10,1800.86367975
541,1,1134.18467206
541,2,1180.1604315
541,3,1227.99988255
541,4,1277.77857256
541,5,1329.57511127
541,6,1383.471295
541,7,1439.55223581
541,8,1497.90649586
541,9,1558.62622732
541,10,1621.80731789
542,1,3061.97280603
542,2,3209.7492177
542,3,3364.65758945
542,4,3527.04212274
542,5,3697.2636308
542,6,3875.70034038
542,7,4062.74873214
542,8,4258.82442162
542,9,4464.36308274
542,10,4679.82141582
543,1,3277.35470833
543,2,3400.14367972
543,3,3527.53304772
543,4,3659.69517023
543,5,3796.80886268
543,6,3939.05964
543,7,4086.63996757
543,8,4239.74952168
543,9,4398.59545965
543,10,4563.39270014
544,1,1305.86620474
544,2,1359.87762733
544,3,1416.1229953
544,4,1474.69470599
544,5,1535.68897835
544,6,1599.20601101
544,7,1665.35014688
544,8,1734.23004455
544,9,1805.95885679
544,10,1880.65441645
545,1,4052.80483278
545,2,4243.14828536
545,3,4442.43138132
545,4,4651.07397869
545,5,4869.51565448
545,6,5098.21663078
545,7,5337.65874446
545,8,5588.34646223
545,9,5850.80794352
545,10,6125.59615324
546,1,4420.60585926
546,2,4624.17325199
546,3,4837.11485376
546,4,5059.8623437
546,5,5292.8672796
546,6,5536.60201337
546,7,5791.56064853
546,8,6058.26004192
546,9,6337.24085145
546,10,6629.06863215
547,1,1394.68411461
547,2,1458.12877028
547,3,1524.45954495
547,4,1593.80772917
547,5,1666.31058592
547,6,1742.11162233
547,7,1821.36087372
547,8,1904.21520057
547,9,1990.83859897
547,10,2081.4025253
548,1,2303.46235599
548,2,2375.08452349
548,3,2448.93365809
548,4,2525.07900346
548,5,2603.5919563
548,6,2684.54613326
548,7,2768.01743997
548,8,2854.08414221
548,9,2942.82693931
548,10,3034.3290398
549,1,1652.70310181
549,2,1702.8850017
549,3,1754.5906012
549,4,1807.86616521
549,5,1862.7593634
549,6,1919.31931285
549,7,1977.59662201
549,8,2037.64343599
549,9,2099.51348319
549,10,2163.26212341
550,1,3798.4139526
550,2,3983.42036315
550,3,4177.43773785
550,4,4380.90496675
550,5,4594.28231661
550,6,4818.05247201
550,7,5052.72162729
550,8,5298.82063162
550,9,5556.90618981
550,10,5827.56212167
551,1,1331.81723995
551,2,1384.65039861
551,3,1439.57944744
551,4,1496.68753035
551,5,1556.06108957
551,6,1617.78999648
551,7,1681.96768769
551,8,1748.6913064
551,9,1818.0618495
551,10,1890.18432042
552,1,4188.46455314
552,2,4360.73460425
552,3,4540.09006104
552,4,4726.8223437
552,5,4921.23485846
552,6,5123.64349051
552,7,5334.3771173
552,8,5553.7781429
552,9,5782.20305433
552,10,6020.02300077
553,1,1782.89371084
553,2,1866.53551625
553,3,1954.10125249
553,4,2045.77500494
553,5,2141.74949507
553,6,2242.2264856
553,7,2347.41720462
553,8,2457.54278969
553,9,2572.83475271
553,10,2693.53546662
554,1,1777.87378441
554,2,1847.36130526
554,3,1919.56471944
554,4,1994.5901766
554,5,2072.54797524
554,6,2153.55272478
554,7,2237.72351417
554,8,2325.18408685
554,9,2416.06302276
554,10,2510.49392732
555,1,1815.03656537
555,2,1871.79416683
555,3,1930.32662252
555,4,1990.68943351
555,5,2052.93983643
555,6,2117.13685774
555,7,2183.34136971
555,8,2251.61614813
555,9,2322.02593183
555,10,2394.6374841
556,1,5112.73800457
556,2,5291.51617477
556,3,5476.54571832
556,4,5668.04522831
556,5,5866.24094137
556,6,6071.36700504
556,7,6283.66575432
556,8,6503.387998
556,9,6730.79331494
556,10,6966.15036077
557,1,4393.61141891
557,2,4572.19831842
557,3,4758.04423054
557,4,4951.44421198
557,5,5152.70531261
557,6,5362.14706294
557,7,5580.10198144
557,8,5806.9161024
557,9,6042.94952538
557,10,6288.57698687
558,1,1573.85219845
558,2,1625.33513291
558,3,1678.50214708
558,4,1733.40832958
558,5,1790.11057108
558,6,1848.6676232
558,7,1909.14015943
558,8,1971.59083797
558,9,2036.08436666
558,10,2102.68757001
559,1,4957.12947025
559,2,5196.26402723
559,3,5446.93456219
559,4,5709.69757681
559,5,5985.13641873
559,6,6273.8625766
559,7,6576.51703759
559,8,6893.77171043
559,9,7226.33091709
559,10,7574.93295641
560,1,3488.47364982
560,2,3608.97046425
560,3,3733.62940911
560,4,3862.59425025
560,5,3996.01371943
560,6,4134.04168581
560,7,4276.83733339
560,8,4424.56534462
560,9,4577.39609034
560,10,4735.50582619
561,1,2167.40182396
561,2,2257.39099784
561,3,2351.11646618
561,4,2448.73335758
561,5,2550.40324153
561,6,2656.29439573
561,7,2766.58208471
561,8,2881.44884985
561,9,3001.08481154
561,10,3125.68798385
562,1,3891.55105506
562,2,4045.99775959
562,3,4206.57409835
562,4,4373.52334241
562,5,4547.09841771
562,6,4727.56228825
562,7,4915.18835445
562,8,5110.26086738
562,9,5313.07535937
562,10,5523.93909174
563,1,4090.18302771
563,2,4249.32618748
563,3,4414.66137954
563,4,4586.42952696
563,5,4764.88092683
563,6,4950.27561493
563,7,5142.88374464
563,8,5342.98598064
563,9,5550.87390787
563,10,5766.85045641
564,1,5016.70057583
564,2,5219.26268509
564,3,5430.0037573
564,4,5649.25403898
564,5,5877.35711123
564,6,6114.67042809
564,7,6361.56587673
564,8,6618.43036021
564,9,6885.66640381
564,10,7163.69278576
565,1,1598.19200466
565,2,1677.09631239
565,3,1759.89620323
565,4,1846.78400593
565,5,1937.96154473
565,6,2033.64060809
565,7,2134.04344072
565,8,2239.40325972
565,9,2349.96479639
565,10,2465.98486463
566,1,1762.36801255
566,2,1822.73533548
566,3,1885.17045222
566,4,1949.74419201
566,5,2016.52981024
566,6,2085.60307155
566,7,2157.04233578
566,8,2230.92864689
566,9,2307.34582485
566,10,2386.3805608
567,1,4826.56211181
567,2,4993.71957538
567,3,5166.66617353
567,4,5345.60240032
567,5,5530.7356935
567,6,5722.28067496
567,7,5920.45939955
567,8,6125.50161251
567,9,6337.64501581
567,10,6557.13554371
568,1,2491.25003776
568,2,2589.20598692
568,3,2691.01356391
568,4,2796.82421473
568,5,2906.79534024
568,6,3021.0905303
568,7,3139.87980713
568,8,3263.33987821
568,9,3391.65439917
568,10,3525.01424698
569,1,1192.10835422
569,2,1250.98796496
569,3,1312.7757078
569,4,1377.61521873
569,5,1445.65722812
569,6,1517.05991107
569,7,1591.98925514
569,8,1670.6194462
569,9,1753.13327336
569,10,1839.72255389
570,1,4175.96657196
570,2,4302.66390578
570,3,4433.20519144
570,4,4567.70705307
570,5,4706.28965313
570,6,4849.07679976
570,7,4996.1960574
570,8,5147.77886076
570,9,5303.96063222
570,10,5464.88090282
571,1,4219.64457917
571,2,4384.48667189
571,3,4555.76838648
571,4,4733.74128933
571,5,4918.66677438
571,6,5110.816447
571,7,5310.47252296
571,8,5517.92824288
571,9,5733.48830297
571,10,5957.46930248
572,1,1256.92709671
572,2,1317.65281606
572,3,1381.31236744
572,4,1448.04749263
572,5,1518.00678133
572,6,1591.34600204
572,7,1668.22844889
572,8,1748.82530518
572,9,1833.31602461
572,10,1921.88873075
573,1,4497.12588901
573,2,4670.70236988
573,3,4850.97841743
573,4,5038.21261618
573,5,5232.6735313
573,6,5434.64009385
573,7,5644.4020008
573,8,5862.26013067
573,9,6088.526975
573,10,6323.52708665
574,1,2129.17859273
574,2,2228.81095365
574,3,2333.10549152
574,4,2442.28036731
574,5,2556.5639506
574,6,2676.19529722
574,7,2801.42464936
574,8,2932.51395898
574,9,3069.73743576
574,10,3213.3821207
575,1,3099.08955989
575,2,3218.61799605
575,3,3342.756511
575,4,3471.68291036
575,5,3605.58185749
575,6,3744.64513802
575,7,3889.07193457
575,8,4039.06911195
575,9,4194.85151358
575,10,4356.64226911
576,1,4823.14864176
576,2,5063.72721386
576,3,5316.30584105
576,4,5581.48308586
576,5,5859.88736712
576,6,6152.17844919
576,7,6459.04900545
576,8,6781.22625984
576,9,7119.47371018
576,10,7474.59293759
577,1,5156.26515399
577,2,5412.67718613
577,3,5681.84013938
577,4,5964.38809471
577,5,6260.98666483
577,6,6572.33456218
577,7,6899.16524498
577,8,7242.24864502
577,9,7602.39298144
577,10,7980.44666473
578,1,2688.71552614
578,2,2810.72751963
578,3,2938.27633039
578,4,3071.61321524
578,5,3211.00083285
578,6,3356.71376117
578,7,3509.03903828
578,8,3668.27672785
578,9,3834.74051024
578,10,4008.75830038
579,1,2699.08837104
579,2,2822.57963375
579,3,2951.72098636
579,4,3086.77093718
579,5,3227.99982201
579,6,3375.69034534
579,7,3530.13814621
579,8,3691.65239001
579,9,3860.55638737
579,10,4037.18824135
580,1,4523.07310093
580,2,4664.43006756
580,3,4810.20478107
580,4,4960.5353067
580,5,5115.56402461
580,6,5275.43776466
580,7,5440.30794549
580,8,5610.33071797
580,9,5785.66711303
580,10,5966.48319423
581,1,3311.29330556
581,2,3445.84014942
581,3,3585.85399711
581,4,3731.55698785
581,5,3883.18028699
581,6,4040.96445273
581,7,4205.15981783
581,8,4376.02688674
581,9,4553.83674891
581,10,4738.87150888
582,1,4069.61764189
582,2,4236.8349325
582,3,4410.92304607
582,4,4592.16429912
582,5,4780.85260838
582,6,4977.29396733
582,7,5181.80694252
582,8,5394.72319011
582,9,5616.38799375
582,10,5847.16082452
583,1,3043.54360026
583,2,3153.95221201
583,3,3268.36604372
583,4,3386.93039008
583,5,3509.79581657
583,6,3637.11835061
583,7,3769.05967974
583,8,3905.78735691
583,9,4047.47501332
583,10,4194.30257882
584,1,1925.89462705
584,2,2007.07257279
584,3,2091.67223163
584,4,2179.83783141
584,5,2271.71967931
584,6,2367.47441805
584,7,2467.26529297
584,8,2571.26243033
584,9,2679.64312734
584,10,2792.59215442
585,1,1688.53625657
585,2,1747.03105989
585,3,1807.55225856
585,4,1870.17005161
585,5,1934.9570699
585,6,2001.98846044
585,7,2071.34197346
585,8,2143.09805265
585,9,2217.33992848
585,10,2294.15371469
586,1,2508.03128173
586,2,2589.63396876
586,3,2673.89172576
586,4,2760.89093954
586,5,2850.72080766
586,6,2943.47342984
586,7,3039.24390241
586,8,3138.13041583
586,9,3240.2343553
586,10,3345.66040478
587,1,3555.56800093
587,2,3729.2223626
587,3,3911.35802384
587,4,4102.38921231
587,5,4302.75038662
587,6,4512.89722438
587,7,4733.30765855
587,8,4964.48296439
587,9,5206.94889951
587,10,5461.25689957
588,1,1449.88743444
588,2,1504.77707411
588,3,1561.74471824
588,4,1620.86903563
588,5,1682.23167332
588,6,1745.91736933
588,7,1812.01406969
588,8,1880.61304987
588,9,1951.80904083
588,10,2025.70035985
589,1,4201.65813161
589,2,4411.27712516
589,3,4631.35392396
589,4,4862.41026361
589,5,5104.99390887
589,6,5359.67995227
589,7,5627.07217748
589,8,5907.80449066
589,9,6202.54242332
589,10,6511.98471004
590,1,1632.29953001
590,2,1690.61025106
590,3,1751.00400904
590,4,1813.55521637
590,5,1878.34094374
590,6,1945.44101502
590,7,2014.93810563
590,8,2086.91784443
590,9,2161.46891919
590,10,2238.68318587
591,1,1647.60885303
591,2,1729.05409719
591,3,1814.52537445
591,4,1904.22170127
591,5,1998.35193194
591,6,2097.13524492
591,7,2200.80165321
591,8,2309.59253987
591,9,2423.76122011
591,10,2543.57353114
592,1,1672.90705013
592,2,1750.23014283
592,3,1831.12717029
592,4,1915.76332262
592,5,2004.31142514
592,6,2096.95229129
592,7,2193.87509187
592,8,2295.27774127
592,9,2401.36730168
592,10,2512.36040584
593,1,3408.81521297
593,2,3526.56180764
593,3,3648.37558099
593,4,3774.39702067
593,5,3904.77146702
593,6,4039.64928071
593,7,4179.18601613
593,8,4323.5426008
593,9,4472.88552095
593,10,4627.38701356
594,1,2287.28249162
594,2,2364.0583807
594,3,2443.41136166
594,4,2525.42793825
594,5,2610.19751786
594,6,2697.81250894
594,7,2788.36842177
594,8,2881.96397257
594,9,2978.70119112
594,10,3078.68553196
595,1,2321.83293787
595,2,2404.50855993
595,3,2490.12808824
595,4,2578.79634915
595,5,2670.62190165
595,6,2765.71717031
595,7,2864.1985829
595,8,2966.18671292
595,9,3071.80642727
595,10,3181.18703906
596,1,4793.15820128
596,2,5023.91549146
596,3,5265.78214311
596,4,5519.29299483
596,5,5785.00863403
596,6,6063.51663649
596,7,6355.43286569
596,8,6661.40283464
596,9,6982.10313337
596,10,7318.24292496
597,1,2063.48293402
597,2,2153.74902326
597,3,2247.96376006
597,4,2346.29987616
597,5,2448.93765936
597,6,2556.06528404
597,7,2667.87915622
597,8,2784.58427359
597,9,2906.39460136
597,10,3033.53346455
598,1,2123.38424678
598,2,2208.01207614
598,3,2296.01276159
598,4,2387.52072888
598,5,2482.67576129
598,6,2581.62321322
598,7,2684.51423216
598,8,2791.50598962
598,9,2902.76192123
598,10,3018.45197635
599,1,3565.39194449
599,2,3718.05197948
599,3,3877.24848694
599,4,4043.26134019
599,5,4216.38239596
599,6,4396.91600745
599,7,4585.17955939
599,8,4781.50402606
599,9,4986.2345531
599,10,5199.73106434
600,1,3635.05739252
600,2,3773.17025897
600,3,3916.5306805
600,4,4065.33803631
600,5,4219.79928098
